,symbol,sector,industry,ipo_date,sym_day0_OTC,sym_1day_ret,sym_5day_ret,sym_22day_ret,sym_91day_ret,sym_252day_ret,iwv_day0_OTC,iwv_1day_ret,iwv_5day_ret,iwv_22day_ret,iwv_91day_ret,iwv_252day_ret
0,NIO,Consumer Cyclical,Auto Manufacturers,2018-09-12,0.09999998410542799,0.757575840770488,0.16363635444115654,0.08787877758891338,-0.007575714336391148,-0.5166666510129214,0.0006400966333703906,0.005001346587752309,-0.06782729573729596,-0.06116031797468746,-0.08836250383496869,0.04729552020916028
1,ACB,Healthcare,Drug ManufacturersÑSpecialty & Generic,2014-07-15,-0.08244277726700122,0.06322799983602945,-0.014975014314371315,-0.2579034503916121,0.5141431278455184,-0.5806988388499312,-0.0033932296047178845,0.0028089670422024593,0.46605260028612006,-0.010895617226444165,0.03938397362617474,0.09242474756575403
2,ZM,Communication Services,Telecom Services,2019-04-18,-0.0461538461538461,0.0596773701329385,0.048387096774193505,0.3656451317571825,0.47951618317634837,1.420322541267641,-0.0011104110848488835,0.00017539755167117477,-0.07486031955868688,-0.021179553598959844,-0.011431592975295835,-0.0168450703758507
3,SNDL,Healthcare,Drug ManufacturersÑSpecialty & Generic,2019-08-01,-0.348694374493681,0.23231136478449432,0.5153303154637849,-0.06132069954713959,-0.7299528201095735,-0.9323113169883144,-0.00890714607759635,-0.009217687688229281,-0.09397666408180194,-0.01255919640763914,0.06398315630015694,0.11041595282321337
4,MRNA,Healthcare,Biotechnology,2018-12-07,-0.1545454372059215,0.010752626424140876,0.008602142157561943,-0.12204303286064244,0.21021504124846424,0.018279577721225015,-0.022163481363371873,0.0009014149268953275,0.02761506207684805,-0.01477138229534769,0.11076746982320751,0.21044898829111713
5,BYND,Consumer Defensive,Packaged Foods,2019-05-02,0.42934782608695654,0.015817504418666806,0.09885931558935357,0.46250956140090294,1.2342204394902567,0.5055512983082819,-0.0007563700204753498,0.010480418245480738,-0.07933106965119885,-0.05851527912138976,0.022896920609189353,-0.0041967120105569355
6,NKLA,Consumer Cyclical,Auto Manufacturers,2018-06-11,0.0010449560293344096,-0.0020876309236564916,-0.001043865236062258,-0.004175361395781008,-0.007306857555499757,0.056367428617277726,0.0005427678621054977,0.0020493093090077075,-0.029987801454480545,-0.0006170710902194676,0.006307505291249349,0.04261430006259537
7,BABA,Consumer Cyclical,Internet Retail,2014-09-19,0.012837135712859604,-0.042603046394747435,-0.052934298146891656,-0.059963758547416535,-0.043455126824769374,-0.2997124248863392,-0.005148241675752896,-0.009097749680225697,0.43754187861259486,-0.05187965627401081,0.014545268817504287,-0.0027296611132774373
8,SPCE,Industrials,Aerospace & Defense,2017-09-29,-0.03809520176478798,-0.0019802432681454984,0.0,0.011485071031737792,-0.00990102749433508,-0.01881193335459741,0.002821430654462276,0.00515837045338019,0.0868814617546334,0.01942674676952838,0.025655018291403264,0.1734525862162215
9,FB,Communication Services,Internet Content & Information,2012-05-18,-0.0908442274466793,-0.10986138669186518,-0.1360188549621748,-0.16531519148573126,-0.46063298231399363,-0.32879936817516675,-0.012884937406721586,0.018274350782099047,1.344233722993752,0.04947117570157711,0.11259926646895702,0.32379477788702893
10,SQ,Technology,SoftwareÑInfrastructure,2015-11-19,0.16696427833973138,-0.016832388560928058,-0.08951798803463407,-0.06350420375562349,0.08798780405939843,-0.06503438773085923,-0.0015393538113626093,0.004057198427799946,0.36741182231122993,-0.02888670028771778,-0.002579144152002888,0.07760213625861345
11,SHOP,Technology,SoftwareÑApplication,2015-05-20,0.0,0.5105882532456343,0.6176470588235294,1.0894117916331574,0.9441176021800322,0.5494117736816406,-0.001569894625127577,0.002436727619122836,0.3370936505690145,-0.0036951124991292383,-0.11254397410759831,-0.033760218097867334
12,DKNG,Consumer Cyclical,Gambling,2019-07-25,0.0,0.0,0.0,0.0051020601797675535,0.028061185018166013,2.6948977938496768,-0.004462820731299444,0.0073766982201444176,-0.1076005179266698,-0.051750391602333634,0.04051810784999588,0.08909837897904782
13,PLTR,Technology,SoftwareÑInfrastructure,2020-09-30,-0.050000000000000044,-0.004210522300318709,0.04210522300318664,0.13157894736842102,3.017894544099507,2.6948977938496768,0.0051358428715455595,0.009146138887795363,-0.2136206681060171,-0.007357842361152445,0.2116252109270318,0.08909837897904782
14,UBER,Technology,SoftwareÑApplication,2019-05-10,-0.01023810250418522,-0.10752949852101334,0.034399815147312385,0.021169138190414882,-0.17584800161067038,-0.21120997940228636,0.008659498233835938,-0.026049765171412886,-0.07018188215068621,-0.0005881703543448857,0.04388152457531391,0.016434253316532255
15,AMC,Communication Services,Entertainment,2013-12-18,-0.01459857571378409,0.03121718181519051,0.03333361162323856,0.10317488324627644,0.224338963839688,0.3779222983247672,0.015588591815132835,-0.0015627193471454692,0.6038172458741489,0.02232547419286446,0.04327649597795902,0.12163049863763842
16,GNUS,Communication Services,Entertainment,2012-02-03,-0.05555555555555558,0.0,0.05882352941176472,-0.11764705882352944,0.11764705882352944,-0.3529411764705882,0.004891500981161201,-0.000998599810090206,1.2505127105058365,-0.004992551097188769,-0.026195186898979705,0.1456197506176995
17,HEXO,Healthcare,Drug ManufacturersÑSpecialty & Generic,2019-01-23,-0.06071422884658795,-0.020912572001501206,-0.005703461692572409,0.12167297312487868,0.1939163377457389,-0.7281369039309149,-0.0030189233300702556,0.002254689782223318,0.022525629083992138,0.06545937574319738,0.045644340495606395,0.27255480999638837
18,NCLH,Consumer Cyclical,Travel Services,2013-01-18,-0.01235057614466184,0.08713189865431525,0.1032674211939586,0.2424363896561541,0.24324318501819642,0.4739814266259397,0.002726009328416712,0.005324136584082595,1.0025011384664135,0.02095575376441272,0.12069099181599596,0.27288506820335545
19,PYPL,Financial Services,Credit Services,2015-07-06,-0.03394739251387746,-0.0024516522700203103,-0.05502589234926125,0.06101884321250939,0.007899779971664689,-0.009806609080081241,0.0040567951318457585,0.005737265649049084,0.36739321369889044,0.008888685968977184,0.0024208405946757328,0.019314671717467258
20,CGC,Healthcare,Drug ManufacturersÑSpecialty & Generic,2014-04-07,0.348039221415287,0.09969696998158328,-0.0651514900836293,-0.11909087671064433,-0.2657575356708517,-0.49666665534780463,-0.008168793982448741,0.004615744167023816,0.5655326607720172,0.014842908892610973,0.06058395980212672,0.1447058777704202
21,BNGO,Healthcare,Diagnostics & Research,2018-08-21,0.025000015894572014,0.02439025903112113,0.0,0.22764228839963763,-0.1479675301037373,-0.7219512176211098,0.0014106285045973888,0.0004695007130530726,-0.05912768752639419,0.022186951925336817,-0.12900107964563656,0.026737662965158338
22,WORK,Technology,SoftwareÑApplication,2019-06-20,0.0031168553736302673,-0.0362505890704673,-0.03702745584477918,-0.1390471020301164,-0.44407043223326426,-0.11393054978955452,-0.000461717718485688,-0.0025983072639547133,-0.09193630057835855,0.010220074844913496,0.03053957689822795,0.06290387022254573
23,ROKU,Communication Services,Entertainment,2017-09-28,0.4873417541969667,0.12936174108626997,-0.11276594121405414,-0.2004254929562832,0.9442552607110206,2.1804254410114696,0.0017508047598377985,0.0034954385189465143,0.09068058908157961,0.027359659804237157,0.06785255983721394,0.17728077851823887
24,SOLO, , ,2018-08-09,-0.26153843219463646,0.15416661285692013,0.5041665631863848,0.3541666128569201,-0.4375000124176338,0.04583328780200935,-0.001532263314774851,-0.006138125622263235,-0.053907601012607165,0.011509338632264887,-0.11141145252401341,0.030569164971989027
25,ABBV,Healthcare,Drug ManufacturersÑGeneral,2013-01-02,0.0057273990099264704,-0.008257332573933573,-0.040148171088630336,0.07125906979203833,0.2951976070398059,0.5637620740609266,0.006033143384813311,-0.0010378460767744846,1.0387598479976519,0.03874980432594133,0.12650359598955174,0.298985294948652
26,PINS,Communication Services,Internet Content & Information,2019-04-18,0.02736840499074833,0.024180334500490064,0.1803278560377004,0.05942626170527765,0.38770496474258187,-0.28483602312488276,-0.0011104110848488835,0.00017539755167117477,-0.07486031955868688,-0.021179553598959844,-0.011431592975295835,-0.0168450703758507
27,TLRY,Healthcare,Drug ManufacturersÑSpecialty & Generic,2018-07-19,-0.02863339996779435,0.32961149036597237,0.18311748518248194,0.37070126711332185,4.097811634707715,0.9468513327758661,0.0006590019863303986,-0.0015564371800521615,-0.04031359496683207,0.014129328315599876,-0.050528239268023745,0.06502633316733619
28,TDOC,Healthcare,Health Information Services,2015-06-30,0.0,0.5,0.42157895941483337,0.6268420972322162,-0.1578947368421053,-0.23263158296283926,-0.00569411396720676,0.007339759795760958,0.3718205677516262,0.018640987030139833,0.012667248135160625,-0.01138157337401291
29,SNAP,Communication Services,Internet Content & Information,2017-03-02,0.019999980926513672,0.10661767398518229,-0.0682189586406089,-0.07965681748589937,-0.36805553283047265,-0.296977148435826,-0.005766470344778951,0.0006364447562019482,0.16230174144333454,-0.0063836496393595565,0.02400861178466185,0.13862222550225578
30,CRON,Healthcare,Drug ManufacturersÑSpecialty & Generic,2018-02-27,-0.0752427066481518,0.20341210157657885,0.282152310301097,-0.14566924847083573,-0.08661415450450294,1.799212630452824,-0.013340657849362225,-0.010927899530912666,-0.002459109974932372,-0.04420828472859939,0.02307790821771616,0.03936283537266383
31,APHA,Healthcare,Drug ManufacturersÑSpecialty & Generic,2015-03-18,0.0112516966574705,0.0013908856123006075,0.015299078540354394,0.3212795716556447,0.15438109072026118,0.28372740101027794,0.014168427941837258,-0.0034925537537128237,0.35552204666968623,-0.006780119465061518,-0.013248001467765613,-0.03523649340264301
32,PTON,Consumer Cyclical,Leisure,2019-09-26,-0.05189546718633786,-0.02018635299469651,-0.12267080044002299,-0.13043480514353278,0.2694099562264973,2.4378880734364756,-0.003495304809867039,-0.005750089090493793,-0.09964344985273743,0.015467830155212248,0.1255392360627925,0.10545052818543654
33,SPOT,Communication Services,Internet Content & Information,2018-04-03,-0.10180831833054305,-0.03214544971956945,0.006643886515401709,0.14086307138412213,0.25749957580339555,-0.043352739367974236,0.007097716259070186,0.01170336292665164,0.04050856614258325,0.01118590356616167,0.09979592612333055,0.10950359627524531
34,CHWY,Consumer Cyclical,Internet Retail,2019-06-14,-0.0280555089314779,-0.036867700875854004,-0.021720551579686886,-0.062303521023189146,-0.19805664132874867,0.37553583193266693,-0.0017024380202379508,0.0015491743474496111,-0.07012706931379908,0.04116398704542279,0.03925602243841153,0.061537202949983216
35,ABNB,Communication Services,Internet Content & Information,2020-12-10,-0.008835570452964459,-0.03773067832595134,-0.046437709273212,0.11118786256229751,-0.19805664132874867,0.37553583193266693,0.006296512113513453,-0.0016898432487802983,-0.2970892876767852,0.04707650332284774,0.03925602243841153,0.061537202949983216
36,MARA,Financial Services,Capital Markets,2012-05-04,1.2549018930938303,0.0,-0.1304347715146218,-0.13913043145438653,-0.1304347715146218,-0.6086956535606722,-0.011955634284974037,0.0016051654836566343,1.217456613249793,-0.05951338338583656,0.057369742095467524,0.21793417949804117
37,KODK,Industrials,Specialty Business Services,2013-09-23,0.007792187975598663,0.18041237468153914,0.31443301553692793,0.21134023000461988,0.45206188815523696,0.2670103302593887,-0.002339388559670863,-0.0017654119629616494,0.7117460287174588,0.03443200685244907,0.05573773368326984,0.17991205478415906
38,CRWD,Technology,SoftwareÑInfrastructure,2019-06-12,-0.08661417322834641,0.16482754411368528,0.3189655172413792,0.26724137931034475,-0.1889655014564251,0.6762069175983298,-0.0007067682768892025,0.004774337158621966,-0.06798950335929788,0.0469947378590041,0.038133200036768455,0.11561628064554097
39,NNDM,Technology,Computer Hardware,2016-03-07,0.0,-0.03361346603065585,-0.03361346603065585,0.14285709706245875,0.015406140764890663,-0.13319330438366406,0.006654144098056092,-0.013305179513788734,0.4190807422959495,0.03263976942151725,0.0903804974305944,0.21746791879701033
40,ZOM,Healthcare,Drug ManufacturersÑSpecialty & Generic,2017-11-21,0.016595759963817125,0.00251152872120608,0.004604502588373638,-0.14608622269912597,-0.1251569830198862,-0.4558392693473339,0.0035121514545222166,-0.0006479299678860961,0.05158897734128942,0.032247781145980925,0.02247702653415029,0.025108934599470834
41,RKT,Financial Services,Mortgage Finance,2020-08-06,0.19500001271565748,0.157601085707876,-0.07019991691373084,0.14225938788385828,0.019990715973978057,-0.4558392693473339,0.006597931852045713,0.0008705366001777737,-0.20876215758893724,0.021712466367600047,0.11981930321793799,0.025108934599470834
42,JAGX,Healthcare,Biotechnology,2015-05-12,0.0,-0.03142857142857147,-0.05714285714285716,-0.05714285714285716,-0.5085714285714286,-0.7621428571428571,0.0027172059038453877,-0.00031891706341868886,0.35552972711073627,0.009564139260181292,-0.059624202648320246,-0.0032752404677153235
43,NRZ,Real Estate,REITÑMortgage,2013-05-02,-0.03428568158830925,-0.0014793412780447213,0.04437887740180302,0.004437938775412986,-0.05804160460215313,0.01370542667836161,0.006897950475734049,0.01032881149944398,0.855019283617376,0.02951079769034126,0.07141801534141656,0.20721887877264233
44,LMND,Financial Services,InsuranceÑProperty & Casualty,2020-07-02,0.38653619172975784,0.16971615268373097,0.10949428141681405,-0.18080971602957585,-0.054603093438479244,0.01370542667836161,-0.00741993922291484,0.01555543647015556,-0.15070114628525677,0.05579071165435101,0.15103383407804905,0.20721887877264233
45,NAKD,Consumer Cyclical,Apparel Manufacturing,2012-09-25,0.0,0.0,0.0,0.040000000000000036,-0.28,-0.7761600097656249,-0.012771374773002608,-0.006468633979464067,1.0933590406446427,-0.02081633873316735,0.06573937565567345,0.22377788099684337
46,OCGN,Healthcare,Biotechnology,2014-12-03,0.03524229074889873,-0.056170178136081605,-0.06382978723404253,0.004255319148936065,-0.276595744680851,-0.7276595744680852,0.0035004910289397895,-0.0015415939116945054,0.39185055196583707,-0.021043054713562936,0.032768463163572514,0.020680615997600293
47,XPEV,Consumer Cyclical,Auto Manufacturers,2020-08-27,-0.0813853262800518,0.07398688279809673,-0.0061262565962850735,-0.10179075953375483,0.9429783636368376,-0.7276595744680852,0.0005912423810356948,0.006991656848455152,-0.23922735691778652,-0.03399633801722779,0.11232972775748262,0.020680615997600293
48,LYFT,Technology,SoftwareÑApplication,2019-03-29,-0.10351540966431882,-0.11853363993838406,-0.08034232778096495,-0.23617322087423365,-0.22991441805475876,-0.6474645541101816,0.0007803903362411102,0.011577964483883152,-0.05144030221806517,0.03923219754852347,0.020892144450598504,-0.106551277220994
49,HYLN,Consumer Cyclical,Auto Parts,2020-01-02,-0.004004000277224251,0.0,0.008040193491417158,0.008040193491417158,-0.005025144893802347,0.6804019732528375,0.002638661594307923,-0.006631954407405272,-0.17977246967099003,-0.0005788460384636984,-0.12241079456843074,0.19150187731092516
50,TTD,Technology,SoftwareÑApplication,2016-09-21,0.04695653500764263,-0.039867134476124555,-0.003986738794437783,-0.11993357357476864,-0.01461795775685415,0.987043209810438,0.007542478968214361,0.007875702956873454,0.2927266100351449,-0.009746223418030997,0.06501116792961215,0.18104757122457915
51,FSLY,Technology,SoftwareÑApplication,2019-05-17,0.11581394284270541,0.010837858747912765,-0.06210920322358615,-0.24676949282096705,0.10587748811007835,0.6465193987852598,0.0016054482353407007,-0.006826833571186519,-0.06129473572890498,0.02091080376424559,0.04571012335104996,0.0019305715463369122
52,ENPH,Technology,Solar,2012-03-30,-0.021333312988281228,0.06403266763229443,0.012261535950922386,0.0790190615325208,-0.30926429614939066,-0.22615807762129203,-0.002873537756415301,0.008285236453151823,1.1564815028439623,-0.0007201520786060955,-0.004152651637297056,0.12992043558952737
